PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,PubMedBERT_Relation,BioLinkBERT_Relation,Relation,Source
2182946,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF-alpha) is a cytokine produced by macrophages and monocytes, and has been shown to have cytolytic, cytostatic or growth-stimulatory activity on transformed cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2186042,Tumor necrosis factor,TNF-induced NF kappa B,"Tumor necrosis factor (TNF) is one of the few physiological inducers of the pleiotropic transcription factor NF kappa B. NF kappa B may play a central role in mediating TNF's gene regulatory action; however, the molecular mechanisms of TNF-induced NF kappa B activation are poorly understood.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2186042,Tumor necrosis factor,pleiotropic transcription factor NF kappa B. NF kappa B,"Tumor necrosis factor (TNF) is one of the few physiological inducers of the pleiotropic transcription factor NF kappa B. NF kappa B may play a central role in mediating TNF's gene regulatory action; however, the molecular mechanisms of TNF-induced NF kappa B activation are poorly understood.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2194830,Interleukin-8,neutrophil-activating factor,"Interleukin-8 (neutrophil-activating factor; NAP-1) has been crystallized by the vapour diffusion technique to give single crystals suitable for three-dimensional structural study at a resolution higher than 2.4 A. The crystals belong to the space group P3(1)21 or P3(2)21 and have unit cell dimensions a = b = 40.9 A, c = 90.3 A.",NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2197219,Interleukin-6,26-kDa protein,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2197219,Interleukin-6,B cell stimulatory factor,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2197219,Interleukin-6,HSF,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2197219,Interleukin-6,IFN-beta 2,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2197219,Interleukin-6,hepatocyte stimulating factor,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2197219,Interleukin-6,pleiotropic cytokine,"Interleukin-6 (IL-6) is a pleiotropic cytokine previously known as B cell stimulatory factor (BSF-2), interferon-beta 2 (IFN-beta 2), 26-kDa protein, and hepatocyte stimulating factor (HSF).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2204796,Tumor necrosis factor,IL-1,Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are soluble factors that play a pivotal role in acute and chronic inflammation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2204796,Tumor necrosis factor,interleukin-1,Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are soluble factors that play a pivotal role in acute and chronic inflammation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2204796,Tumor necrosis factor,soluble factors,Tumor necrosis factor (TNF) and interleukin-1 (IL-1) are soluble factors that play a pivotal role in acute and chronic inflammation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2208793,Interleukin-2,IL-2R,Interleukin-2 receptor (IL-2R) is expressed and released predominantly by activated T cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2214607,Tumor necrosis factor,cytokines,Tumor necrosis factor is one of the recently cloned cytokines with pleiotropic effects on normal and malignant cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2229813,Interleukin-6,IL-6/B cell stimulatory factor 2,Interleukin-6 (IL-6/B cell stimulatory factor 2) has been found to drive activated human B-lymphocytes through the final stages of differentiation to become immunoglobulin-producing cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2257304,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6), a multifunctional cytokine produced in monocytes, fibroblasts, and other cell types, is induced by a variety of stimuli, including bacteria, viruses, and other cytokines.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2258696,Tumor necrosis factor,multifunctional cytokine,"Tumor necrosis factor alpha (TNF-alpha), in addition to being cytotoxic for certain tumor cells, has turned out as a multifunctional cytokine that is involved in the regulation of immunity and inflammation.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2261637,Interleukin-6,IL-6 receptor,"Interleukin-6 (IL-6) signal is transduced through a membrane glycoprotein, gp130, which associates with IL-6 receptor (IL-6-R).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2261637,Interleukin-6,IL-6-R,"Interleukin-6 (IL-6) signal is transduced through a membrane glycoprotein, gp130, which associates with IL-6 receptor (IL-6-R).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2261637,Interleukin-6,membrane glycoprotein,"Interleukin-6 (IL-6) signal is transduced through a membrane glycoprotein, gp130, which associates with IL-6 receptor (IL-6-R).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2294996,Interleukin-6,IL-1,"Interleukin-6 (IL-6) shares several biologic properties with IL-1, including hematopoietin-1 activity and stimulation of T cells.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2305745,Tumor necrosis factor,interleukin 1 beta,Tumor necrosis factor alpha and interleukin 1 beta concentrations were measured in synovial fluid of 24 infants and children with diagnoses of suppurative arthritis (n = 16) and other kinds of arthritis (n = 8).,Association,Association,Association,Association,ENCODER_ENSEMBLE
2310829,Interleukin-6,TNF,"Interleukin-6 (IL-6), a multifunctional cytokine produced in monocytes, fibroblasts, endothelial cells, and keratinocytes, is induced by a variety of stimulating signals, including lipopolysaccharide (LPS), poly (I), poly (C), IL-1, tumor necrosis factor (TNF), and platelet-derived growth factor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2310829,Interleukin-6,multifunctional cytokine,"Interleukin-6 (IL-6), a multifunctional cytokine produced in monocytes, fibroblasts, endothelial cells, and keratinocytes, is induced by a variety of stimulating signals, including lipopolysaccharide (LPS), poly (I), poly (C), IL-1, tumor necrosis factor (TNF), and platelet-derived growth factor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2310829,Interleukin-6,platelet-derived growth factor,"Interleukin-6 (IL-6), a multifunctional cytokine produced in monocytes, fibroblasts, endothelial cells, and keratinocytes, is induced by a variety of stimulating signals, including lipopolysaccharide (LPS), poly (I), poly (C), IL-1, tumor necrosis factor (TNF), and platelet-derived growth factor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2310829,Interleukin-6,tumor necrosis factor,"Interleukin-6 (IL-6), a multifunctional cytokine produced in monocytes, fibroblasts, endothelial cells, and keratinocytes, is induced by a variety of stimulating signals, including lipopolysaccharide (LPS), poly (I), poly (C), IL-1, tumor necrosis factor (TNF), and platelet-derived growth factor.",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2324095,Tumor necrosis factor,cell surface receptors,"Tumor necrosis factor (TNF) elicits a wide variety of responses in target cells by binding to cell surface receptors, but the signal transduced from these receptors in unclear.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2391377,Tumor necrosis factor,Mr 42 and 36 kDa,Tumor necrosis factor (TNF) induces the synthesis of two proteins of Mr 42 and 36 kDa in human fibroblasts and SK-MEL-109 melanoma cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2405250,Interleukin-6,IL-1,"Interleukin-6 (IL-6) is one of the major mediators of inflammation, and its expression is inducible by the other inflammatory lymphokines, interleukin-1 (IL-1) and tumor necrosis factor alpha (TNF-alpha).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2405250,Interleukin-6,TNF-alpha,"Interleukin-6 (IL-6) is one of the major mediators of inflammation, and its expression is inducible by the other inflammatory lymphokines, interleukin-1 (IL-1) and tumor necrosis factor alpha (TNF-alpha).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2405250,Interleukin-6,tumor necrosis factor alpha,"Interleukin-6 (IL-6) is one of the major mediators of inflammation, and its expression is inducible by the other inflammatory lymphokines, interleukin-1 (IL-1) and tumor necrosis factor alpha (TNF-alpha).",Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2405468,Granulocyte-macrophage colony-stimulating factor,23-kDa glycoprotein,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a 23-kDa glycoprotein with remarkably diverse effects on immune and nonimmune cells.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2466051,Tumor necrosis factor,TNF alpha,"Tumor necrosis factor alpha (TNF alpha) localizes to the epidermis when injected in vivo, but its role in the skin has heretofore not been evaluated.",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2471900,Interleukin-1 beta,Monoclonal Antibodies,"Five Monoclonal Antibodies (MAbs) coded respectively #111, 122, 206, 209 and 609 were produced against human recombinant Interleukin-1 beta (rIL-1 beta, amino acids 117-269).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2471900,Interleukin-1 beta,rIL-1 beta,"Five Monoclonal Antibodies (MAbs) coded respectively #111, 122, 206, 209 and 609 were produced against human recombinant Interleukin-1 beta (rIL-1 beta, amino acids 117-269).",Association,NO_RELATION,NO_RELATION,NO_RELATION,ENCODER_ENSEMBLE
2479424,Interleukin-6,multifunctional cytokine,Interleukin-6 (IL-6) is a multifunctional cytokine that plays a role in regulation of hematopoiesis.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2479484,Interleukin-2,IL-2R,Interleukin-2 receptors (IL-2R) are expressed on minor populations of immature and mature human thymocytes.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2482541,Tumor necrosis factor,cytokine,Tumor necrosis factor (TNF) is a cytokine produced mainly by activated monocytes/macrophages.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2496041,Granulocyte-macrophage colony-stimulating factor,well-characterized hematopoietic growth factor,Granulocyte-macrophage colony-stimulating factor (GM-CSF) is a well-characterized hematopoietic growth factor.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2504679,Interleukin-2,IFN-gamma,Interleukin-2 (IL-2) and interferon-gamma (IFN-gamma) have recently been added to the arsenal of synthetic biological response modifiers with important immunomodulatory activities.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2504679,Interleukin-2,interferon-gamma,Interleukin-2 (IL-2) and interferon-gamma (IFN-gamma) have recently been added to the arsenal of synthetic biological response modifiers with important immunomodulatory activities.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2529042,Granulocyte-macrophage colony-stimulating factor,GmCSF,Granulocyte-macrophage colony-stimulating factor (GmCSF) is a lymphokine secreted by class II major histocompatibility complex (MHC)-restricted T cells after lectin or antigen stimulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2529042,Granulocyte-macrophage colony-stimulating factor,lectin,Granulocyte-macrophage colony-stimulating factor (GmCSF) is a lymphokine secreted by class II major histocompatibility complex (MHC)-restricted T cells after lectin or antigen stimulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2529042,Granulocyte-macrophage colony-stimulating factor,lymphokine,Granulocyte-macrophage colony-stimulating factor (GmCSF) is a lymphokine secreted by class II major histocompatibility complex (MHC)-restricted T cells after lectin or antigen stimulation.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2530216,Interferon gamma,IFN-gamma R,Interferon gamma receptors (IFN-gamma R) exhibit remarkable species specificity.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
2532255,Interleukin-2,IL-2R,Interleukin-2 receptors (IL-2R) on mononuclear cells from human umbilical cord blood were investigated after stimulation by phytohemagglutinin (PHA) and anti-CD3 antibody.,Association,Association,NO_RELATION,Association,ENCODER_ENSEMBLE
